country_code,year,country,life_expectancy
SST,2019,Small states,72.0009607335469
SST,2018,Small states,71.8640735615265
SST,2017,Small states,71.6518752446228
SST,2016,Small states,71.3735507555474
SST,2015,Small states,71.1218770493238
SAS,2022,South Asia,72.0115731308447
SAS,2021,South Asia,67.8215299767513
SAS,2020,South Asia,70.3622206982499
SAS,2019,South Asia,70.9975623145981
SAS,2018,South Asia,70.6523573971364
SAS,2017,South Asia,70.2904723380061
SAS,2016,South Asia,69.9184707063298
SAS,2015,South Asia,69.5110334122263
TSA,2022,South Asia (IDA & IBRD),72.0115731308447
TSA,2021,South Asia (IDA & IBRD),67.8215299767513
TSA,2020,South Asia (IDA & IBRD),70.3622206982498
TSA,2019,South Asia (IDA & IBRD),70.9975623145981
TSA,2018,South Asia (IDA & IBRD),70.6523573971364
TSA,2017,South Asia (IDA & IBRD),70.2904723380061
TSA,2016,South Asia (IDA & IBRD),69.9184707063299
TSA,2015,South Asia (IDA & IBRD),69.5110334122263
SSF,2022,Sub-Saharan Africa,61.8572731122839
SSF,2021,Sub-Saharan Africa,60.7035030087831
SSF,2020,Sub-Saharan Africa,61.1676531593734
SSF,2019,Sub-Saharan Africa,61.1293664117069
SSF,2018,Sub-Saharan Africa,60.7667795961955
SSF,2017,Sub-Saharan Africa,60.1584760722652
SSF,2016,Sub-Saharan Africa,59.8121599098867
SSF,2015,Sub-Saharan Africa,59.3987962107574
SSA,2022,Sub-Saharan Africa (excluding high income),61.2833700706225
SSA,2021,Sub-Saharan Africa (excluding high income),60.1775488576346
SSA,2020,Sub-Saharan Africa (excluding high income),60.6223697926718
SSA,2019,Sub-Saharan Africa (excluding high income),60.6066409029614
SSA,2018,Sub-Saharan Africa (excluding high income),60.25831901022
SSA,2017,Sub-Saharan Africa (excluding high income),59.6367945564451
SSA,2016,Sub-Saharan Africa (excluding high income),59.3200098416324
SSA,2015,Sub-Saharan Africa (excluding high income),58.9245401151408
TSS,2022,Sub-Saharan Africa (IDA & IBRD countries),61.8572731122839
TSS,2021,Sub-Saharan Africa (IDA & IBRD countries),60.7035030087831
TSS,2020,Sub-Saharan Africa (IDA & IBRD countries),61.1676531593734
TSS,2019,Sub-Saharan Africa (IDA & IBRD countries),61.1293664117069
TSS,2018,Sub-Saharan Africa (IDA & IBRD countries),60.7667795961954
TSS,2017,Sub-Saharan Africa (IDA & IBRD countries),60.1584760722652
TSS,2016,Sub-Saharan Africa (IDA & IBRD countries),59.8121599098867
TSS,2015,Sub-Saharan Africa (IDA & IBRD countries),59.3987962107574
,2022,Upper middle income,76.0089594269564
,2021,Upper middle income,74.7273713271635
,2020,Upper middle income,75.2312636272767
,2019,Upper middle income,76.0291253616976
,2018,Upper middle income,75.8217431147146
,2017,Upper middle income,75.4807608424492
,2016,Upper middle income,75.3401910593772
,2015,Upper middle income,75.1752922690271
WLD,2022,World,72.9675581482237
WLD,2021,World,71.2149086723293
WLD,2020,World,72.181968378825
WLD,2019,World,72.8686343875761
WLD,2018,World,72.6433686298045
WLD,2017,World,72.3651230321768
WLD,2016,World,72.1847318478467
WLD,2015,World,71.9646262286432
AFG,2022,Afghanistan,65.617
AFG,2021,Afghanistan,60.417
AFG,2020,Afghanistan,61.454
AFG,2019,Afghanistan,62.941
AFG,2018,Afghanistan,62.443
AFG,2017,Afghanistan,62.406
AFG,2016,Afghanistan,62.646
AFG,2015,Afghanistan,62.27
ALB,2022,Albania,78.769
ALB,2021,Albania,76.844
ALB,2020,Albania,77.824
ALB,2019,Albania,79.467
ALB,2018,Albania,79.238
ALB,2017,Albania,78.9
ALB,2016,Albania,78.643
ALB,2015,Albania,78.358
DZA,2022,Algeria,76.129
DZA,2021,Algeria,75.208
DZA,2020,Algeria,73.257
DZA,2019,Algeria,75.682
DZA,2018,Algeria,75.555
DZA,2017,Algeria,75.431
DZA,2016,Algeria,75.31
DZA,2015,Algeria,75.159
ASM,2022,American Samoa,72.752
ASM,2021,American Samoa,72.708
ASM,2020,American Samoa,72.672
ASM,2019,American Samoa,72.751
ASM,2018,American Samoa,72.794
ASM,2017,American Samoa,72.801
ASM,2016,American Samoa,72.64
ASM,2015,American Samoa,72.654
AND,2022,Andorra,84.016
AND,2021,Andorra,82.331
AND,2020,Andorra,79.418
AND,2019,Andorra,84.098
AND,2018,Andorra,84.242
AND,2017,Andorra,84.359
AND,2016,Andorra,84.489
AND,2015,Andorra,84.532
AGO,2022,Angola,64.246
AGO,2021,Angola,62.958
AGO,2020,Angola,63.116
AGO,2019,Angola,63.051
AGO,2018,Angola,62.622
AGO,2017,Angola,62.122
AGO,2016,Angola,61.619
AGO,2015,Angola,61.042
ATG,2022,Antigua and Barbuda,77.483
ATG,2021,Antigua and Barbuda,77.197
ATG,2020,Antigua and Barbuda,77.161
ATG,2019,Antigua and Barbuda,77.168
ATG,2018,Antigua and Barbuda,77.132
ATG,2017,Antigua and Barbuda,77.03
ATG,2016,Antigua and Barbuda,76.968
ATG,2015,Antigua and Barbuda,76.892
ARG,2022,Argentina,75.806
ARG,2021,Argentina,73.948
ARG,2020,Argentina,75.878
ARG,2019,Argentina,76.847
ARG,2018,Argentina,76.77
ARG,2017,Argentina,76.543
ARG,2016,Argentina,76.105
ARG,2015,Argentina,76.6
ARM,2022,Armenia,74.7658536585366
ARM,2021,Armenia,72.2780487804878
ARM,2020,Armenia,73.3756097560976
ARM,2019,Armenia,76.2219512195122
ARM,2018,Armenia,75.619512195122
ARM,2017,Armenia,75.2170731707317
ARM,2016,Armenia,74.8682926829268
ARM,2015,Armenia,74.8707317073171
ABW,2022,Aruba,76.226
ABW,2021,Aruba,73.655
ABW,2020,Aruba,75.406
ABW,2019,Aruba,76.019
ABW,2018,Aruba,75.88
ABW,2017,Aruba,75.62
ABW,2016,Aruba,75.54
ABW,2015,Aruba,75.405
AUS,2022,Australia,83.2
AUS,2021,Australia,83.3
AUS,2020,Australia,83.2
AUS,2019,Australia,82.9
AUS,2018,Australia,82.7487804878049
AUS,2017,Australia,82.5
AUS,2016,Australia,82.4487804878049
AUS,2015,Australia,82.4
AUT,2022,Austria,81.2951219512195
AUT,2021,Austria,81.190243902439
AUT,2020,Austria,81.1926829268293
AUT,2019,Austria,81.8951219512195
AUT,2018,Austria,81.6926829268293
AUT,2017,Austria,81.6439024390244
AUT,2016,Austria,81.6414634146342
AUT,2015,Austria,81.190243902439
AZE,2022,Azerbaijan,74.125
AZE,2021,Azerbaijan,70.999
AZE,2020,Azerbaijan,70.312
AZE,2019,Azerbaijan,73.29
AZE,2018,Azerbaijan,73.016
AZE,2017,Azerbaijan,72.694
AZE,2016,Azerbaijan,72.568
AZE,2015,Azerbaijan,72.349
BHS,2022,"Bahamas, The",74.491
BHS,2021,"Bahamas, The",70.752
BHS,2020,"Bahamas, The",72.994
BHS,2019,"Bahamas, The",71.408
BHS,2018,"Bahamas, The",74.062
BHS,2017,"Bahamas, The",74.031
BHS,2016,"Bahamas, The",74.042
BHS,2015,"Bahamas, The",73.805
BHR,2022,Bahrain,80.992
BHR,2021,Bahrain,78.083
BHR,2020,Bahrain,78.683
BHR,2019,Bahrain,80.471
BHR,2018,Bahrain,80.412
BHR,2017,Bahrain,80.407
BHR,2016,Bahrain,80.407
BHR,2015,Bahrain,80.338
BGD,2022,Bangladesh,74.265
BGD,2021,Bangladesh,71.103
BGD,2020,Bangladesh,71.421
BGD,2019,Bangladesh,72.625
BGD,2018,Bangladesh,72.122
BGD,2017,Bangladesh,71.606
BGD,2016,Bangladesh,71.075
BGD,2015,Bangladesh,70.543
BRB,2022,Barbados,75.676
BRB,2021,Barbados,76.58
BRB,2020,Barbados,76.647
BRB,2019,Barbados,76.495
BRB,2018,Barbados,76.378
BRB,2017,Barbados,76.237
BRB,2016,Barbados,76.168
BRB,2015,Barbados,76.055
BLR,2022,Belarus,74.1033658536585
BLR,2021,Belarus,72.0714634146342
BLR,2020,Belarus,72.1385609756098
BLR,2019,Belarus,74.2268292682927
BLR,2018,Belarus,74.1756097560976
BLR,2017,Belarus,74.1292682926829
BLR,2016,Belarus,73.8268292682927
BLR,2015,Belarus,73.6243902439025
BEL,2022,Belgium,81.7487804878049
BEL,2021,Belgium,81.790243902439
BEL,2020,Belgium,80.6951219512195
BEL,2019,Belgium,81.9951219512195
BEL,2018,Belgium,81.5951219512195
BEL,2017,Belgium,81.4926829268293
BEL,2016,Belgium,81.4390243902439
BEL,2015,Belgium,80.9926829268293
BLZ,2022,Belize,72.19
BLZ,2021,Belize,70.917
BLZ,2020,Belize,71.58
BLZ,2019,Belize,72.577
BLZ,2018,Belize,72.322
BLZ,2017,Belize,72.062
BLZ,2016,Belize,71.843
BLZ,2015,Belize,71.647
BEN,2022,Benin,60.475
BEN,2021,Benin,59.61
BEN,2020,Benin,60.154
BEN,2019,Benin,59.888
BEN,2018,Benin,59.71
BEN,2017,Benin,59.528
BEN,2016,Benin,59.283
BEN,2015,Benin,59.123
BMU,2022,Bermuda,82.062
BMU,2021,Bermuda,81.745
BMU,2020,Bermuda,81.456
BMU,2019,Bermuda,81.251
BMU,2018,Bermuda,80.986
BMU,2017,Bermuda,80.686
BMU,2016,Bermuda,80.476
BMU,2015,Bermuda,80.338
BTN,2022,Bhutan,72.754
BTN,2021,Bhutan,72.448
BTN,2020,Bhutan,72.253
BTN,2019,Bhutan,72.005
BTN,2018,Bhutan,71.711
BTN,2017,Bhutan,71.413
BTN,2016,Bhutan,71.119
BTN,2015,Bhutan,70.797
BOL,2022,Bolivia,67.434
BOL,2021,Bolivia,61.427
BOL,2020,Bolivia,62.906
BOL,2019,Bolivia,67.82
BOL,2018,Bolivia,67.699
BOL,2017,Bolivia,67.536
BOL,2016,Bolivia,67.392
BOL,2015,Bolivia,67.205
BIH,2022,Bosnia and Herzegovina,76.777
BIH,2021,Bosnia and Herzegovina,74.567
BIH,2020,Bosnia and Herzegovina,76.04
BIH,2019,Bosnia and Herzegovina,77.394
BIH,2018,Bosnia and Herzegovina,77.942
BIH,2017,Bosnia and Herzegovina,77.385
BIH,2016,Bosnia and Herzegovina,77.124
BIH,2015,Bosnia and Herzegovina,77.073
BWA,2022,Botswana,68.749
BWA,2021,Botswana,63.303
BWA,2020,Botswana,67.643
BWA,2019,Botswana,67.167
BWA,2018,Botswana,66.371
BWA,2017,Botswana,65.42
BWA,2016,Botswana,64.32
BWA,2015,Botswana,63.215
BRA,2022,Brazil,74.872
BRA,2021,Brazil,73.038
BRA,2020,Brazil,74.506
BRA,2019,Brazil,75.809
BRA,2018,Brazil,75.633
BRA,2017,Brazil,75.383
BRA,2016,Brazil,75.081
BRA,2015,Brazil,75.106
VGB,2022,British Virgin Islands,77.177
VGB,2021,British Virgin Islands,75.297
VGB,2020,British Virgin Islands,76.894
VGB,2019,British Virgin Islands,76.845
VGB,2018,British Virgin Islands,76.728
VGB,2017,British Virgin Islands,75.67
VGB,2016,British Virgin Islands,76.624
VGB,2015,British Virgin Islands,76.558
BRN,2022,Brunei Darussalam,72.917
BRN,2021,Brunei Darussalam,74.869
